Wall time,Round,Iteration,Value,Max Value,
1644369205.15961,1,,0.150907561182976,0.150907561182976,
1644369287.81738,2,,0.108801178634167,0.150907561182976,
1644369370.15388,3,,0.108801178634167,0.150907561182976,
1644369453.11383,4,,0.152384966611862,0.152384966611862,
1644369537.35251,5,,0.173596456646919,0.173596456646919,
1644369621.52815,6,,0.15143521130085,0.173596456646919,
1644369707.16814,7,,0.161143943667412,0.173596456646919,
1644369792.42563,8,,0.127691015601158,0.173596456646919,
1644369885.94602,9,,0.0919164195656776,0.173596456646919,
1644369996.17065,10,,0.150907561182976,0.173596456646919,
1644370109.46497,11,,0.137083157896996,0.173596456646919,
1644370235.22248,12,,0.152384966611862,0.173596456646919,
1644370367.7538,13,,0.129379481077194,0.173596456646919,
1644370509.45611,14,,0.0770367234945297,0.173596456646919,
1644370649.42116,15,,0.108801178634167,0.173596456646919,
1644370780.83511,16,,0.11808779835701,0.173596456646919,
1644370920.82532,17,,0.151329681277275,0.173596456646919,
1644371062.02474,18,,0.11017306894064,0.173596456646919,
1644371184.32681,19,,0.152384966611862,0.173596456646919,
1644371272.04151,20,,0.208104684948921,0.208104684948921,
1644371361.52165,21,,0.191008865833282,0.208104684948921,
1644371449.56775,22,,0.213170111179352,0.213170111179352,
1644371539.48565,23,,0.124630644917488,0.213170111179352,
1644371626.31439,24,,0.137294217944145,0.213170111179352,
1644371716.51213,25,,0.0771422535181046,0.213170111179352,
1644371803.60001,26,,0.175179407000542,0.213170111179352,
1644371882.23531,27,,0.210953995585442,0.213170111179352,
1644371960.8706,28,,0.199029132723808,0.213170111179352,
1644372041.37316,29,,0.131490081548691,0.213170111179352,
1644372119.43721,30,,0.155339807271957,0.213170111179352,
1644372199.30433,31,,0.187420859932899,0.213170111179352,
1644372279.58193,32,,0.167581260204315,0.213170111179352,
1644372360.3176,33,,0.231321230530739,0.231321230530739,
1644372438.10927,34,,0.215597301721573,0.231321230530739,
1644372517.64497,35,,0.199662297964096,0.231321230530739,
1644372596.04896,36,,0.169797375798225,0.231321230530739,
1644372675.99353,37,,0.163676664233208,0.231321230530739,
1644372754.75961,38,,0.237230896949768,0.237230896949768,
1644372833.9688,39,,0.160827353596687,0.237230896949768,
1644372913.53106,40,,0.250316590070724,0.250316590070724,
1644372992.29479,41,,0.139299288392067,0.250316590070724,
1644373074.69768,42,,0.261502742767334,0.261502742767334,
