Wall time,Round,Iteration,Value,
1644413053.48318,1,1,0.0964000001549721,
1644413078.55329,2,2,0.0989999994635582,
1644413103.28507,3,3,0.0998999997973442,
1644413129.06522,4,4,0.100000001490116,
1644413154.62107,5,5,0.100100003182888,
1644413180.05887,6,6,0.100100003182888,
1644413205.32402,7,7,0.100599996745586,
1644413230.50115,8,8,0.102899998426437,
1644413255.90986,9,9,0.104699999094009,
1644413281.63737,10,10,0.105400003492832,
1644413307.53468,11,11,0.104500003159046,
1644413333.38192,12,12,0.102300003170967,
1644413359.23424,13,13,0.102399997413158,
1644413384.52306,14,14,0.102799996733665,
1644413409.92576,15,15,0.102099999785423,
1644413435.7929,16,16,0.10080000013113,
1644413461.31775,17,17,0.0998999997973442,
1644413487.97538,18,18,0.100000001490116,
1644413514.02275,19,19,0.100000001490116,
1644413539.86933,20,20,0.100000001490116,
1644413565.43638,21,21,0.100000001490116,
1644413590.44684,22,22,0.100000001490116,
1644413615.49379,23,23,0.100000001490116,
1644413640.47621,24,24,0.100000001490116,
1644413666.11114,25,25,0.100299999117851,
1644413691.73272,26,26,0.101099997758865,
1644413716.83278,27,27,0.102099999785423,
1644413743.13476,28,28,0.106600001454353,
1644413769.42671,29,29,0.110399998724461,
1644413795.2277,30,30,0.112199999392033,
1644413822.19307,31,31,0.112099997699261,
1644413848.48045,32,32,0.113600000739098,
1644413874.52952,33,33,0.114500001072884,
1644413900.57912,34,34,0.113300003111362,
1644413926.78589,35,35,0.111000001430511,
1644413952.50223,36,36,0.109899997711182,
1644413978.32361,37,37,0.114200003445148,
1644414004.3537,38,38,0.113899998366833,
1644414030.36361,39,39,0.117600001394749,
1644414056.52237,40,40,0.119400002062321,
1644414082.21153,41,41,0.122400000691414,
1644414107.62038,42,42,0.124600000679493,
1644414133.81434,43,43,0.125,
1644414159.10156,44,44,0.124300003051758,
1644414184.21006,45,45,0.126200005412102,
1644414208.94801,46,46,0.127599999308586,
1644414232.46498,47,47,0.133699998259544,
1644414255.42067,48,48,0.136999994516373,
1644414278.06988,49,49,0.138400003314018,
1644414300.21624,50,50,0.139300003647804,
1644414322.64158,51,51,0.144199997186661,
1644414344.94541,52,52,0.151999995112419,
1644414367.06332,53,53,0.160300001502037,
1644414389.08118,54,54,0.178299993276596,
1644414411.26341,55,55,0.200100004673004,
1644414433.36141,56,56,0.19709999859333,
1644414455.31656,57,57,0.196899995207787,
1644414477.18629,58,58,0.196799993515015,
1644414499.23221,59,59,0.200800001621246,
1644414521.27854,60,60,0.200900003314018,
1644414542.95455,61,61,0.200299993157387,
1644414565.08515,62,62,0.209099993109703,
1644414587.07496,63,63,0.213899999856949,
1644414609.08711,64,64,0.216999992728233,
1644414631.05285,65,65,0.207699999213219,
1644414653.32195,66,66,0.199599996209145,
1644414675.32041,67,67,0.191599994897842,
1644414697.28779,68,68,0.179000005125999,
1644414718.88496,69,69,0.163800001144409,
1644414740.58738,70,70,0.162200003862381,
1644414762.34561,71,71,0.163100004196167,
1644414783.91903,72,72,0.166999995708466,
1644414805.59602,73,73,0.187299996614456,
1644414827.21669,74,74,0.197400003671646,
1644414848.7006,75,75,0.210600003600121,
1644414870.0029,76,76,0.220699995756149,
1644414891.82172,77,77,0.211600005626678,
1644414913.54809,78,78,0.194900006055832,
1644414935.55434,79,79,0.191699996590614,
1644414957.11234,80,80,0.19930000603199,
1644414978.75108,81,81,0.212300002574921,
1644415000.49797,82,82,0.221799999475479,
1644415021.92714,83,83,0.216499999165535,
1644415044.39847,84,84,0.218799993395805,
1644415066.7228,85,85,0.226500004529953,
1644415089.01404,86,86,0.210099995136261,
1644415110.90367,87,87,0.203999996185303,
1644415133.15523,88,88,0.201399996876717,
1644415155.20799,89,89,0.199599996209145,
1644415177.22586,90,90,0.197999998927116,
1644415199.0507,91,91,0.197899997234344,
1644415221.28965,92,92,0.19650000333786,
1644415243.43541,93,93,0.199200004339218,
1644415265.08073,94,94,0.203600004315376,
1644415286.51333,95,95,0.210099995136261,
1644415308.42465,96,96,0.211600005626678,
1644415330.7496,97,97,0.223299995064735,
1644415352.66356,98,98,0.248199999332428,
1644415374.78846,99,99,0.256399989128113,
