Wall time,Round,Iteration,Value,Max Value,
1644498174.59288,1,,0.150907561182976,0.150907561182976,
1644498204.16462,2,,0.11017306894064,0.150907561182976,
1644498235.995,3,,0.152384966611862,0.152384966611862,
1644498267.72587,4,,0.150907561182976,0.152384966611862,
1644498298.61875,5,,0.11017306894064,0.152384966611862,
1644498331.90512,6,,0.152384966611862,0.152384966611862,
1644498362.35906,7,,0.0925495997071266,0.152384966611862,
1644498394.23568,8,,0.144153654575348,0.152384966611862,
1644498424.3267,9,,0.109328828752041,0.152384966611862,
1644498453.08493,10,,0.0919164195656776,0.152384966611862,
1644498485.10087,11,,0.152384966611862,0.152384966611862,
1644498516.65787,12,,0.125369355082512,0.152384966611862,
1644498545.77911,13,,0.152384966611862,0.152384966611862,
1644498577.43257,14,,0.153334736824036,0.153334736824036,
1644498611.78083,15,,0.108801178634167,0.153334736824036,
1644498642.60516,16,,0.144470244646072,0.153334736824036,
1644498672.78124,17,,0.087484173476696,0.153334736824036,
1644498704.71562,18,,0.11017306894064,0.153334736824036,
1644498736.691,19,,0.111544959247112,0.153334736824036,
1644498767.06861,20,,0.225622624158859,0.225622624158859,
1644498799.67803,21,,0.173807516694069,0.225622624158859,
1644498829.99836,22,,0.20546643435955,0.225622624158859,
1644498859.8767,23,,0.145631074905396,0.225622624158859,
1644498890.45198,24,,0.223512023687363,0.225622624158859,
1644498922.10701,25,,0.152490496635437,0.225622624158859,
1644498952.22686,26,,0.132967501878738,0.225622624158859,
1644498984.56789,27,,0.191536515951157,0.225622624158859,
1644499014.24012,28,,0.21707472205162,0.225622624158859,
1644499043.36117,29,,0.239869147539139,0.239869147539139,
1644499076.05753,30,,0.154284507036209,0.239869147539139,
1644499106.69514,31,,0.225939214229584,0.239869147539139,
1644499137.5837,32,,0.160299703478813,0.239869147539139,
1644499170.09808,33,,0.160194173455238,0.239869147539139,
1644499200.37548,34,,0.188687205314636,0.239869147539139,
1644499231.7975,35,,0.136766567826271,0.239869147539139,
1644499262.81884,36,,0.149008020758629,0.239869147539139,
1644499293.75288,37,,0.1784508228302,0.239869147539139,
1644499326.05333,38,,0.143520474433899,0.239869147539139,
1644499358.45421,39,,0.246623054146767,0.246623054146767,
1644499389.82781,40,,0.202933728694916,0.246623054146767,
1644499421.33818,41,,0.163887709379196,0.246623054146767,
1644499452.48824,42,,0.16483747959137,0.246623054146767,
1644499483.52101,43,,0.255593091249466,0.255593091249466,
1644499516.40039,44,,0.177817642688751,0.255593091249466,
1644499547.89431,45,,0.222245678305626,0.255593091249466,
1644499582.09023,46,,0.255593091249466,0.255593091249466,
1644499613.30296,47,,0.232904180884361,0.255593091249466,
1644499642.98106,48,,0.181405663490295,0.255593091249466,
1644499671.99961,49,,0.24978893995285,0.255593091249466,
1644499703.96842,50,,0.264457583427429,0.264457583427429,
1644499735.66315,51,,0.248205989599228,0.264457583427429,
1644499768.14208,52,,0.225728154182434,0.264457583427429,
1644499798.6782,53,,0.231954410672188,0.264457583427429,
1644499832.25767,54,,0.160510763525963,0.264457583427429,
1644499864.80193,55,,0.199978888034821,0.264457583427429,
1644499896.05741,56,,0.245884343981743,0.264457583427429,
1644499928.58369,57,,0.243668213486671,0.264457583427429,
1644499961.00328,58,,0.145525544881821,0.264457583427429,
1644499991.28015,59,,0.236386656761169,0.264457583427429,
1644500021.81553,60,,0.240396797657013,0.264457583427429,
1644500054.29293,61,,0.216019421815872,0.264457583427429,
1644500083.30471,62,,0.204727739095688,0.264457583427429,
1644500114.55892,63,,0.232587590813637,0.264457583427429,
1644500146.49619,64,,0.214964121580124,0.264457583427429,
1644500177.82664,65,,0.202089488506317,0.264457583427429,
